"entrez_id"	"ensembl_gene_id"
200373	"ENSG00000163075"
629	"ENSG00000243649"
55997	"ENSG00000136698"
653275	"ENSG00000152093"
1675	"ENSG00000197766"
10428	"ENSG00000153774"
3075	"ENSG00000000971"
3078	"ENSG00000244414"
3080	"ENSG00000080910"
10878	"ENSG00000116785"
10877	"ENSG00000134365"
81494	"ENSG00000134389"
3426	"ENSG00000205403"
1072	"ENSG00000172757"
1073	"ENSG00000165410"
8837	"ENSG00000003402"
5199	"ENSG00000126759"
1080	"ENSG00000001626"
1081	"ENSG00000135346"
114335	"ENSG00000267631"
114336	"ENSG00000104818"
1082	"ENSG00000104827"
93659	"ENSG00000189052"
94027	"ENSG00000196337"
94115	"ENSG00000213030"
8545	"ENSG00000163320"
57530	"ENSG00000143375"
84952	"ENSG00000128849"
10669	"ENSG00000138028"
10668	"ENSG00000100532"
9023	"ENSG00000138135"
79094	"ENSG00000128965"
494143	"ENSG00000143942"
1101	"ENSG00000136457"
150356	"ENSG00000100399"
10036	"ENSG00000167670"
8208	"ENSG00000159259"
283489	"ENSG00000198824"
1103	"ENSG00000070748"
118487	"ENSG00000172586"
51142	"ENSG00000106153"
54927	"ENSG00000106554"
131474	"ENSG00000163528"
84269	"ENSG00000125611"
84303	"ENSG00000159685"
79145	"ENSG00000170791"
400916	"ENSG00000250479"
1105	"ENSG00000153922"
9557	"ENSG00000131778"
1106	"ENSG00000173575"
1107	"ENSG00000170004"
1108	"ENSG00000111642"
26038	"ENSG00000116254"
84181	"ENSG00000124177"
55636	"ENSG00000171316"
57680	"ENSG00000100888"
80205	"ENSG00000177200"
55349	"ENSG00000016391"
1111	"ENSG00000149554"
11200	"ENSG00000183765"
10523	"ENSG00000085872"
55743	"ENSG00000072609"
1113	"ENSG00000100604"
1114	"ENSG00000089199"
1116	"ENSG00000133048"
1117	"ENSG00000064886"
27159	"ENSG00000134216"
53344	"ENSG00000204116"
26511	"ENSG00000109220"
66005	"ENSG00000177830"
1118	"ENSG00000133063"
1119	"ENSG00000110721"
1120	"ENSG00000100288"
10752	"ENSG00000134121"
1121	"ENSG00000188419"
1122	"ENSG00000203668"
5119	"ENSG00000131165"
57132	"ENSG00000255112"
27243	"ENSG00000130724"
25978	"ENSG00000083937"
51652	"ENSG00000115561"
29082	"ENSG00000254505"
128866	"ENSG00000101421"
92421	"ENSG00000164695"
51510	"ENSG00000086065"
79643	"ENSG00000176108"
91782	"ENSG00000147457"
1123	"ENSG00000128656"
1124	"ENSG00000106069"
140578	"ENSG00000154645"
26973	"ENSG00000110172"
11261	"ENSG00000187446"
63928	"ENSG00000166869"
79586	"ENSG00000123989"
54480	"ENSG00000033100"
56994	"ENSG00000111666"
54108	"ENSG00000104472"
8646	"ENSG00000090539"
91851	"ENSG00000101938"
25884	"ENSG00000054938"
89832	"ENSG00000166664"
1128	"ENSG00000168539"
1129	"ENSG00000181072"
1131	"ENSG00000133019"
1132	"ENSG00000180720"
1133	"ENSG00000184984"
1134	"ENSG00000138435"
1135	"ENSG00000120903"
1136	"ENSG00000080644"
1137	"ENSG00000101204"
1138	"ENSG00000169684"
8973	"ENSG00000147434"
1139	"ENSG00000175344"
55584	"ENSG00000174343"
57053	"ENSG00000129749"
1140	"ENSG00000170175"
1141	"ENSG00000160716"
1142	"ENSG00000147432"
1143	"ENSG00000117971"
1144	"ENSG00000135902"
1145	"ENSG00000108556"
1146	"ENSG00000196811"
8534	"ENSG00000175264"
9435	"ENSG00000175040"
9469	"ENSG00000122863"
10164	"ENSG00000140835"
23563	"ENSG00000135702"
4166	"ENSG00000183196"
56548	"ENSG00000147119"
64377	"ENSG00000124302"
83539	"ENSG00000154080"
9486	"ENSG00000115526"
50515	"ENSG00000171310"
55501	"ENSG00000136213"
166012	"ENSG00000180767"
113189	"ENSG00000169105"
51363	"ENSG00000182022"
22856	"ENSG00000131873"
337876	"ENSG00000198108"
54921	"ENSG00000168802"
63922	"ENSG00000127586"
26097	"ENSG00000160679"
1147	"ENSG00000213341"
91612	"ENSG00000258289"
9391	"ENSG00000144021"
57019	"ENSG00000005194"
148523	"ENSG00000159208"
10519	"ENSG00000185043"
10518	"ENSG00000136425"
117286	"ENSG00000141977"
130106	"ENSG00000157884"
23152	"ENSG00000079432"
1149	"ENSG00000176194"
27141	"ENSG00000136305"
63924	"ENSG00000187288"
4261	"ENSG00000179583"
8483	"ENSG00000138615"
148113	"ENSG00000160161"
51550	"ENSG00000100865"
85457	"ENSG00000198894"
9541	"ENSG00000138433"
1153	"ENSG00000099622"
55847	"ENSG00000122873"
493856	"ENSG00000145354"
284106	"ENSG00000277972"
1154	"ENSG00000114737"
11113	"ENSG00000122966"
4435	"ENSG00000125931"
10370	"ENSG00000164442"
163732	"ENSG00000179862"
25792	"ENSG00000148337"
26586	"ENSG00000136108"
150468	"ENSG00000169607"
10970	"ENSG00000136026"
9793	"ENSG00000175216"
1152	"ENSG00000166165"
51192	"ENSG00000217555"
1158	"ENSG00000104879"
548596	"ENSG00000223572"
1159	"ENSG00000237289"
1160	"ENSG00000131730"
1163	"ENSG00000173207"
1164	"ENSG00000123975"
23332	"ENSG00000074054"
23122	"ENSG00000163539"
11129	"ENSG00000104859"
1178	"ENSG00000105205"
1179	"ENSG00000016490"
9635	"ENSG00000137975"
22802	"ENSG00000016602"
23155	"ENSG00000121940"
23529	"ENSG00000175505"
1180	"ENSG00000188037"
1181	"ENSG00000114859"
1182	"ENSG00000109572"
1183	"ENSG00000073464"
1184	"ENSG00000171365"
1185	"ENSG00000011021"
1186	"ENSG00000103249"
1187	"ENSG00000186510"
1188	"ENSG00000184908"
9076	"ENSG00000163347"
9075	"ENSG00000165376"
1365	"ENSG00000165215"
1364	"ENSG00000189143"
7122	"ENSG00000184113"
9074	"ENSG00000184697"
1366	"ENSG00000181885"
9073	"ENSG00000156284"
9080	"ENSG00000213937"
9071	"ENSG00000134873"
5010	"ENSG00000013297"
9069	"ENSG00000157224"
23562	"ENSG00000159261"
24146	"ENSG00000106404"
10686	"ENSG00000113946"
26285	"ENSG00000156282"
51208	"ENSG00000066405"
149461	"ENSG00000164007"
49861	"ENSG00000171217"
53842	"ENSG00000177300"
137075	"ENSG00000253958"
100132463	"ENSG00000185758"
644672	"ENSG00000228607"
100288814	"ENSG00000234469"
56650	"ENSG00000080822"
125875	"ENSG00000160318"
51267	"ENSG00000150048"
51266	"ENSG00000165682"
387836	"ENSG00000188393"
9976	"ENSG00000110852"
29121	"ENSG00000069493"
154790	"ENSG00000236279"
10143	"ENSG00000166509"
7123	"ENSG00000163815"
50856	"ENSG00000111729"
170482	"ENSG00000198178"
338339	"ENSG00000166527"
26253	"ENSG00000166523"
165530	"ENSG00000152672"
339390	"ENSG00000182566"
10332	"ENSG00000104938"
23601	"ENSG00000258227"
93978	"ENSG00000205846"
64581	"ENSG00000172243"
283420	"ENSG00000197992"
10462	"ENSG00000132514"
6320	"ENSG00000105472"
160364	"ENSG00000172322"
387837	"ENSG00000256660"
161198	"ENSG00000176435"
23274	"ENSG00000038532"
388512	"ENSG00000187912"
348174	"ENSG00000157322"
497190	"ENSG00000140839"
283971	"ENSG00000157335"
728276	"ENSG00000261210"
160365	"ENSG00000184293"
1047	"ENSG00000153132"
130162	"ENSG00000162994"
1192	"ENSG00000213719"
1193	"ENSG00000155962"
9022	"ENSG00000169583"
25932	"ENSG00000169504"
53405	"ENSG00000112782"
54102	"ENSG00000159212"
9685	"ENSG00000113282"
6249	"ENSG00000130779"
7461	"ENSG00000106665"
25999	"ENSG00000105270"
79745	"ENSG00000115295"
1195	"ENSG00000013441"
1196	"ENSG00000176444"
1198	"ENSG00000179335"
57396	"ENSG00000113240"
574028	"ENSG00000257127"
574016	"ENSG00000205057"
79789	"ENSG00000165959"
79827	"ENSG00000166250"
1201	"ENSG00000188603"
1203	"ENSG00000102805"
54982	"ENSG00000128973"
2055	"ENSG00000182372"
116449	"ENSG00000109684"
1207	"ENSG00000074201"
9575	"ENSG00000134852"
10978	"ENSG00000172409"
81570	"ENSG00000162129"
8192	"ENSG00000125656"
1208	"ENSG00000137392"
340204	"ENSG00000204140"
389383	"ENSG00000196748"
1209	"ENSG00000104853"
81037	"ENSG00000049656"
10845	"ENSG00000166855"
7401	"ENSG00000163646"
645104	"ENSG00000249581"
119467	"ENSG00000180745"
63967	"ENSG00000092853"
22883	"ENSG00000171603"
64084	"ENSG00000158258"
9746	"ENSG00000139182"
1211	"ENSG00000122705"
1212	"ENSG00000175416"
1213	"ENSG00000141367"
8218	"ENSG00000070371"
1191	"ENSG00000120885"
23059	"ENSG00000103351"
23277	"ENSG00000132361"
27098	"ENSG00000079101"
157807	"ENSG00000177182"
134829	"ENSG00000146352"
171425	"ENSG00000125246"
1215	"ENSG00000092009"
55907	"ENSG00000111726"
134147	"ENSG00000164237"
152100	"ENSG00000187118"
56942	"ENSG00000103121"
100272147	"ENSG00000182712"
80790	"ENSG00000153815"
1240	"ENSG00000174600"
51727	"ENSG00000162368"
129607	"ENSG00000134326"
84319	"ENSG00000184220"
113540	"ENSG00000089505"
146225	"ENSG00000140932"
123920	"ENSG00000140931"
146223	"ENSG00000183723"
116173	"ENSG00000166091"
54918	"ENSG00000091317"
112616	"ENSG00000153551"
152189	"ENSG00000170293"
23070	"ENSG00000137200"
55783	"ENSG00000180917"
202333	"ENSG00000164309"
168975	"ENSG00000176571"
140894	"ENSG00000149646"
7555	"ENSG00000169714"
84735	"ENSG00000150656"
55748	"ENSG00000133313"
255919	"ENSG00000205423"
84518	"ENSG00000105427"
1259	"ENSG00000198515"
1260	"ENSG00000183862"
1261	"ENSG00000144191"
1262	"ENSG00000132259"
1258	"ENSG00000070729"
54714	"ENSG00000170289"
10175	"ENSG00000100528"
254263	"ENSG00000174871"
149111	"ENSG00000143786"
29097	"ENSG00000143771"
10256	"ENSG00000142675"
22866	"ENSG00000149970"
154043	"ENSG00000153721"
1264	"ENSG00000130176"
1265	"ENSG00000064666"
1266	"ENSG00000117519"
26507	"ENSG00000119946"
54805	"ENSG00000148842"
26505	"ENSG00000168763"
26504	"ENSG00000158158"
23019	"ENSG00000125107"
4848	"ENSG00000111596"
4849	"ENSG00000088038"
4850	"ENSG00000080802"
57472	"ENSG00000113300"
246175	"ENSG00000138767"
29883	"ENSG00000198791"
9337	"ENSG00000155508"
9125	"ENSG00000144580"
25904	"ENSG00000182973"
55571	"ENSG00000158435"
1267	"ENSG00000173786"
27013	"ENSG00000115649"
285888	"ENSG00000146910"
10330	"ENSG00000257727"
10695	"ENSG00000137161"
245812	"ENSG00000166997"
1268	"ENSG00000118432"
1269	"ENSG00000188822"
25927	"ENSG00000119865"
163882	"ENSG00000162852"
124817	"ENSG00000176563"
79935	"ENSG00000105219"
1270	"ENSG00000242689"
1271	"ENSG00000122756"
54875	"ENSG00000044459"
1272	"ENSG00000018236"
6900	"ENSG00000184144"
5067	"ENSG00000113805"
152330	"ENSG00000144619"
53942	"ENSG00000149972"
27255	"ENSG00000134115"
8506	"ENSG00000108797"
26047	"ENSG00000174469"
79937	"ENSG00000106714"
728577	"ENSG00000154529"
85445	"ENSG00000152910"
129684	"ENSG00000155052"
11064	"ENSG00000119397"
116840	"ENSG00000170037"
55744	"ENSG00000106603"
28958	"ENSG00000183978"
51287	"ENSG00000181924"
493753	"ENSG00000183513"
388753	"ENSG00000168275"
65260	"ENSG00000162377"
80347	"ENSG00000068120"
23242	"ENSG00000106078"
22837	"ENSG00000082438"
1690	"ENSG00000100473"
9382	"ENSG00000166685"
22796	"ENSG00000135775"
83548	"ENSG00000136152"
25839	"ENSG00000103051"
10466	"ENSG00000164597"
57511	"ENSG00000133103"
91949	"ENSG00000168434"
84342	"ENSG00000213380"
8161	"ENSG00000121058"
1277	"ENSG00000108821"
1278	"ENSG00000164692"
1280	"ENSG00000139219"
1281	"ENSG00000168542"
1282	"ENSG00000187498"
1284	"ENSG00000134871"
1285	"ENSG00000169031"
10087	"ENSG00000113163"
1286	"ENSG00000081052"
1287	"ENSG00000188153"
1288	"ENSG00000197565"
1289	"ENSG00000130635"
1290	"ENSG00000204262"
50509	"ENSG00000080573"
1291	"ENSG00000142156"
1292	"ENSG00000142173"
1293	"ENSG00000163359"
256076	"ENSG00000172752"
131873	"ENSG00000206384"
1294	"ENSG00000114270"
1295	"ENSG00000144810"
1296	"ENSG00000171812"
1297	"ENSG00000112280"
1298	"ENSG00000049089"
1299	"ENSG00000092758"
1300	"ENSG00000123500"
1301	"ENSG00000060718"
1302	"ENSG00000204248"
1303	"ENSG00000111799"
1305	"ENSG00000197467"
7373	"ENSG00000187955"
1306	"ENSG00000204291"
1307	"ENSG00000084636"
1308	"ENSG00000065618"
80781	"ENSG00000182871"
1310	"ENSG00000082293"
57642	"ENSG00000101203"
81578	"ENSG00000124749"
169044	"ENSG00000169436"
91522	"ENSG00000050767"
255631	"ENSG00000171502"
84570	"ENSG00000188517"
136227	"ENSG00000160963"
85301	"ENSG00000196739"
340267	"ENSG00000215018"
120376	"ENSG00000214290"
10584	"ENSG00000184374"
78989	"ENSG00000118004"
81035	"ENSG00000158270"
79709	"ENSG00000130309"
23127	"ENSG00000198756"
8292	"ENSG00000206561"
150684	"ENSG00000173163"
51122	"ENSG00000114744"
23412	"ENSG00000148444"
54939	"ENSG00000140365"
28991	"ENSG00000170619"
170622	"ENSG00000188243"
149951	"ENSG00000149600"
54951	"ENSG00000169019"
29099	"ENSG00000110442"
51397	"ENSG00000145781"
1311	"ENSG00000105664"
1312	"ENSG00000093010"
118881	"ENSG00000165644"
1314	"ENSG00000122218"
1315	"ENSG00000129083"
9276	"ENSG00000184432"
11316	"ENSG00000105669"
22820	"ENSG00000181789"
26958	"ENSG00000158623"
55352	"ENSG00000172301"
9318	"ENSG00000166200"
8533	"ENSG00000141030"
51138	"ENSG00000138663"
10987	"ENSG00000121022"
10980	"ENSG00000168090"
50813	"ENSG00000111652"
64708	"ENSG00000144524"
10920	"ENSG00000198612"
150678	"ENSG00000172428"
22818	"ENSG00000111481"
51226	"ENSG00000005243"
27235	"ENSG00000173085"
51805	"ENSG00000132423"
51117	"ENSG00000167113"
84274	"ENSG00000110871"
51004	"ENSG00000119723"
10229	"ENSG00000167186"
57017	"ENSG00000088682"
93058	"ENSG00000135469"
80219	"ENSG00000115520"
10699	"ENSG00000145244"
11151	"ENSG00000102879"
57175	"ENSG00000172725"
23603	"ENSG00000110880"
7464	"ENSG00000106789"
10391	"ENSG00000103647"
84940	"ENSG00000167549"
79585	"ENSG00000262246"
1325	"ENSG00000241563"
23406	"ENSG00000103187"
1327	"ENSG00000131143"
84701	"ENSG00000131055"
9377	"ENSG00000178741"
1329	"ENSG00000135940"
1337	"ENSG00000111775"
1339	"ENSG00000156885"
1340	"ENSG00000126267"
125965	"ENSG00000160471"
1345	"ENSG00000164919"
1346	"ENSG00000161281"
1347	"ENSG00000112695"
9167	"ENSG00000115944"
1349	"ENSG00000131174"
170712	"ENSG00000170516"
1350	"ENSG00000127184"
1351	"ENSG00000176340"
341947	"ENSG00000187581"
1352	"ENSG00000006695"
1353	"ENSG00000166260"
84987	"ENSG00000178449"
1355	"ENSG00000014919"
51241	"ENSG00000133983"
10063	"ENSG00000138495"
285521	"ENSG00000163626"
90639	"ENSG00000240230"
116228	"ENSG00000203667"
1356	"ENSG00000047457"
1357	"ENSG00000091704"
1358	"ENSG00000158516"
1359	"ENSG00000163751"
51200	"ENSG00000128510"
93979	"ENSG00000158525"
57094	"ENSG00000165078"
27151	"ENSG00000160111"
1360	"ENSG00000153002"
1361	"ENSG00000080618"
1362	"ENSG00000108582"
1363	"ENSG00000109472"
64506	"ENSG00000214575"
132864	"ENSG00000137449"
22849	"ENSG00000107864"
80315	"ENSG00000113742"
79974	"ENSG00000106034"
10815	"ENSG00000168993"
10814	"ENSG00000145920"
594855	"ENSG00000213578"
339302	"ENSG00000166569"
1368	"ENSG00000135678"
1369	"ENSG00000120054"
1370	"ENSG00000178772"
8904	"ENSG00000214078"
221184	"ENSG00000140848"
8895	"ENSG00000085719"
131034	"ENSG00000196353"
57699	"ENSG00000124772"
9362	"ENSG00000100884"
27132	"ENSG00000178773"
144402	"ENSG00000139117"
151835	"ENSG00000144550"
130749	"ENSG00000144410"
1371	"ENSG00000080819"
55313	"ENSG00000103381"
10404	"ENSG00000104324"
1373	"ENSG00000021826"
29894	"ENSG00000071894"
53981	"ENSG00000165934"
51692	"ENSG00000119203"
54973	"ENSG00000127054"
10898	"ENSG00000160917"
642843	"ENSG00000187959"
11052	"ENSG00000111605"
79869	"ENSG00000149532"
1374	"ENSG00000110090"
1375	"ENSG00000205560"
126129	"ENSG00000169169"
1376	"ENSG00000157184"
80772	"ENSG00000224051"
54504	"ENSG00000106066"
53336	"ENSG00000147183"
56265	"ENSG00000088882"
119587	"ENSG00000121898"
8532	"ENSG00000109625"
1378	"ENSG00000203710"
1379	"ENSG00000197721"
1380	"ENSG00000117322"
1381	"ENSG00000166426"
1382	"ENSG00000143320"
84766	"ENSG00000130038"
283229	"ENSG00000177685"
8738	"ENSG00000169372"
57585	"ENSG00000007545"
1384	"ENSG00000095321"
23418	"ENSG00000134376"
286204	"ENSG00000148204"
92359	"ENSG00000130545"
51185	"ENSG00000113851"
27297	"ENSG00000241258"
54544	"ENSG00000169509"
1385	"ENSG00000118260"
10488	"ENSG00000107175"
90993	"ENSG00000157613"
64764	"ENSG00000182158"
84699	"ENSG00000060566"
148327	"ENSG00000143578"
9586	"ENSG00000146592"
1387	"ENSG00000005339"
1389	"ENSG00000111269"
153222	"ENSG00000164463"
58487	"ENSG00000137504"
8804	"ENSG00000143162"
200407	"ENSG00000175874"
78987	"ENSG00000163703"
79174	"ENSG00000184164"
1390	"ENSG00000095794"
1392	"ENSG00000147571"
1393	"ENSG00000145708"
1394	"ENSG00000120088"
1395	"ENSG00000106113"
51232	"ENSG00000150938"
1396	"ENSG00000213145"
1397	"ENSG00000182809"
401262	"ENSG00000146215"
285464	"ENSG00000179979"
9419	"ENSG00000119878"
167	"ENSG00000124812"
7180	"ENSG00000124490"
10321	"ENSG00000096006"
83690	"ENSG00000121005"
83716	"ENSG00000103196"
1398	"ENSG00000167193"
1399	"ENSG00000099942"
9244	"ENSG00000006016"
64109	"ENSG00000205755"
51379	"ENSG00000176390"
54675	"ENSG00000088766"
1400	"ENSG00000072832"
51340	"ENSG00000101343"
49860	"ENSG00000143536"
9696	"ENSG00000058453"
728763	"ENSG00000226321"
54677	"ENSG00000005469"
1401	"ENSG00000132693"
55118	"ENSG00000095713"
56253	"ENSG00000109943"
10491	"ENSG00000170275"
23373	"ENSG00000105662"
200186	"ENSG00000160741"
64784	"ENSG00000140577"
1406	"ENSG00000105392"
1407	"ENSG00000008405"
1408	"ENSG00000121671"
1409	"ENSG00000160202"
1410	"ENSG00000109846"
1411	"ENSG00000108255"
1412	"ENSG00000163499"
1413	"ENSG00000196431"
1414	"ENSG00000100122"
1415	"ENSG00000244752"
1417	"ENSG00000100053"
131544	"ENSG00000080200"
1418	"ENSG00000168582"
1419	"ENSG00000182187"
1420	"ENSG00000163254"
1421	"ENSG00000118231"
155051	"ENSG00000127377"
1427	"ENSG00000213139"
51084	"ENSG00000165475"
1428	"ENSG00000103316"
1429	"ENSG00000116791"
9946	"ENSG00000205758"
1431	"ENSG00000062485"
51380	"ENSG00000139631"
158511	"ENSG00000198930"
27254	"ENSG00000172346"
7812	"ENSG00000009307"
1434	"ENSG00000124207"
1435	"ENSG00000184371"
1436	"ENSG00000182578"
1437	"ENSG00000164400"
1438	"ENSG00000198223"
1439	"ENSG00000100368"
1440	"ENSG00000108342"
1441	"ENSG00000119535"
55790	"ENSG00000147408"
55454	"ENSG00000169826"
1442	"ENSG00000136488"
1443	"ENSG00000213218"
1444	"ENSG00000204414"
1445	"ENSG00000103653"
64478	"ENSG00000183117"
114784	"ENSG00000121904"
114788	"ENSG00000164796"
1446	"ENSG00000126545"
1447	"ENSG00000135222"
1448	"ENSG00000171209"
1452	"ENSG00000113712"
122011	"ENSG00000180138"
1453	"ENSG00000141551"
1454	"ENSG00000213923"
53944	"ENSG00000169118"
1455	"ENSG00000133275"
1456	"ENSG00000151292"
1457	"ENSG00000101266"
1459	"ENSG00000070770"
283106	"ENSG00000254598"
1460	"ENSG00000204435"
1464	"ENSG00000173546"
10675	"ENSG00000114646"
79848	"ENSG00000104218"
64651	"ENSG00000144655"
81566	"ENSG00000110925"
80034	"ENSG00000178662"
1465	"ENSG00000159176"
1466	"ENSG00000175183"
8048	"ENSG00000129170"
1469	"ENSG00000170373"
1470	"ENSG00000170369"
1471	"ENSG00000101439"
1472	"ENSG00000101441"
1473	"ENSG00000170367"
1474	"ENSG00000175315"
8530	"ENSG00000077984"
10047	"ENSG00000125815"
128822	"ENSG00000173335"
128821	"ENSG00000101435"
140880	"ENSG00000125831"
1475	"ENSG00000121552"
1476	"ENSG00000160213"
1477	"ENSG00000101138"
1478	"ENSG00000101811"
23283	"ENSG00000177613"
1479	"ENSG00000176102"
128817	"ENSG00000125823"
541466	"ENSG00000268940"
728911	"ENSG00000271449"
441519	"ENSG00000269096"
441521	"ENSG00000228836"
541465	"ENSG00000278289"
101060211	"ENSG00000273696"
102723737	"ENSG00000278085"
102723680	"ENSG00000270946"
102723631	"ENSG00000269586"
728096	"ENSG00000236371"
728090	"ENSG00000242362"
728082	"ENSG00000236126"
728075	"ENSG00000230594"
728072	"ENSG00000237957"
728062	"ENSG00000226023"
653282	"ENSG00000228517"
728049	"ENSG00000230347"
728042	"ENSG00000226600"
728036	"ENSG00000224089"
255313	"ENSG00000226929"
100507170	"ENSG00000226685"
643311	"ENSG00000236446"
54967	"ENSG00000169551"
196993	"ENSG00000225362"
203413	"ENSG00000204019"
246100	"ENSG00000268651"
1485	"ENSG00000184033"
30848	"ENSG00000126890"
64693	"ENSG00000212710"
100128553	"ENSG00000225932"
4253	"ENSG00000150527"
340307	"ENSG00000271321"
100142659	"ENSG00000244693"
643854	"ENSG00000236761"
441294	"ENSG00000271079"
1487	"ENSG00000159692"
1488	"ENSG00000175029"
1486	"ENSG00000117151"
80169	"ENSG00000178971"
10664	"ENSG00000102974"
140690	"ENSG00000124092"
23399	"ENSG00000175826"
9150	"ENSG00000060069"
58190	"ENSG00000144579"
10106	"ENSG00000175215"
10217	"ENSG00000144677"
51496	"ENSG00000137770"
1489	"ENSG00000150281"
1490	"ENSG00000118523"
1491	"ENSG00000116761"
115908	"ENSG00000164932"
9811	"ENSG00000134030"
1493	"ENSG00000163599"
1495	"ENSG00000044115"
1496	"ENSG00000066032"
29119	"ENSG00000183230"
8727	"ENSG00000119326"
1499	"ENSG00000168036"
56998	"ENSG00000178585"
56259	"ENSG00000132792"
1500	"ENSG00000198561"
1501	"ENSG00000169862"
1497	"ENSG00000040531"
1503	"ENSG00000171793"
56474	"ENSG00000047230"
9646	"ENSG00000198730"
1504	"ENSG00000168925"
440387	"ENSG00000168928"
11330	"ENSG00000162438"
1506	"ENSG00000141086"
5476	"ENSG00000064601"
1508	"ENSG00000164733"
1075	"ENSG00000109861"
1509	"ENSG00000117984"
1510	"ENSG00000196188"
8722	"ENSG00000174080"
1511	"ENSG00000100448"
1512	"ENSG00000103811"
1513	"ENSG00000143387"
1514	"ENSG00000135047"
1519	"ENSG00000256043"
1520	"ENSG00000163131"
1515	"ENSG00000136943"
1521	"ENSG00000172543"
1522	"ENSG00000101160"
2017	"ENSG00000085733"
83992	"ENSG00000077063"
55917	"ENSG00000143079"
90353	"ENSG00000142544"
348180	"ENSG00000174177"
404217	"ENSG00000178531"
399697	"ENSG00000233932"
613212	"ENSG00000205279"
8029	"ENSG00000107611"
404093	"ENSG00000180891"
79004	"ENSG00000107874"
8454	"ENSG00000055130"
8453	"ENSG00000108094"
8452	"ENSG00000036257"
8451	"ENSG00000139842"
8450	"ENSG00000158290"
8065	"ENSG00000166266"
9820	"ENSG00000044090"
23113	"ENSG00000112659"
51596	"ENSG00000112514"
51076	"ENSG00000119929"
1523	"ENSG00000257923"
23316	"ENSG00000111249"
50624	"ENSG00000138161"
51503	"ENSG00000150316"
57703	"ENSG00000163510"
54883	"ENSG00000273559"
10283	"ENSG00000153015"
55280	"ENSG00000095485"
143884	"ENSG00000152404"
80157	"ENSG00000109182"
6376	"ENSG00000006210"
1524	"ENSG00000168329"
1525	"ENSG00000154639"
2919	"ENSG00000163739"
2920	"ENSG00000081041"
2921	"ENSG00000163734"
6374	"ENSG00000163735"
6372	"ENSG00000124875"
3576	"ENSG00000169429"
4283	"ENSG00000138755"
3627	"ENSG00000169245"
6373	"ENSG00000169248"
6387	"ENSG00000107562"
10563	"ENSG00000156234"
9547	"ENSG00000145824"
58191	"ENSG00000161921"
284340	"ENSG00000189377"
3577	"ENSG00000163464"
3579	"ENSG00000180871"
2833	"ENSG00000186810"
7852	"ENSG00000121966"
643	"ENSG00000160683"
10663	"ENSG00000172215"
80231	"ENSG00000120280"
256643	"ENSG00000173681"
79742	"ENSG00000147113"
159013	"ENSG00000185753"
91966	"ENSG00000197620"
541578	"ENSG00000197021"
100130361	"ENSG00000215115"
100132994	"ENSG00000215113"
63932	"ENSG00000018610"
55086	"ENSG00000147231"
254158	"ENSG00000165182"
158830	"ENSG00000204165"
347487	"ENSG00000203933"
340602	"ENSG00000187690"
30827	"ENSG00000154832"
80319	"ENSG00000168772"
51523	"ENSG00000171604"
1528	"ENSG00000166347"
80777	"ENSG00000103018"
124637	"ENSG00000182224"
124936	"ENSG00000167740"
51706	"ENSG00000159348"
51700	"ENSG00000166394"
1727	"ENSG00000100243"
51167	"ENSG00000065615"
606495	"ENSG00000215883"
1534	"ENSG00000008283"
220002	"ENSG00000162144"
284613	"ENSG00000174151"
11068	"ENSG00000114395"
1535	"ENSG00000051523"
1536	"ENSG00000165168"
79901	"ENSG00000071967"
1537	"ENSG00000179091"
54205	"ENSG00000172115"
23191	"ENSG00000273749"
26999	"ENSG00000055163"
114757	"ENSG00000161544"
50626	"ENSG00000187954"
1538	"ENSG00000183035"
1539	"ENSG00000155833"
1540	"ENSG00000083799"
1543	"ENSG00000140465"
1544	"ENSG00000140505"
1545	"ENSG00000138061"
1548	"ENSG00000255974"
1549	"ENSG00000198077"
1553	"ENSG00000197838"
1555	"ENSG00000197408"
1558	"ENSG00000138115"
1559	"ENSG00000138109"
1562	"ENSG00000108242"
1557	"ENSG00000165841"
1565	"ENSG00000100197"
1564	"ENSG00000205702"
1571	"ENSG00000130649"
1572	"ENSG00000197446"
1573	"ENSG00000134716"
120227	"ENSG00000186104"
29785	"ENSG00000167600"
113612	"ENSG00000155016"
54905	"ENSG00000073067"
1576	"ENSG00000160868"
1577	"ENSG00000106258"
1551	"ENSG00000160870"
64816	"ENSG00000021461"
1579	"ENSG00000187048"
284541	"ENSG00000162365"
1580	"ENSG00000142973"
8529	"ENSG00000186115"
4051	"ENSG00000186529"
11283	"ENSG00000186526"
57834	"ENSG00000171903"
66002	"ENSG00000186204"
126410	"ENSG00000171954"
285440	"ENSG00000145476"
260293	"ENSG00000186377"
199974	"ENSG00000186160"
1581	"ENSG00000167910"
9420	"ENSG00000172817"
1582	"ENSG00000180432"
1583	"ENSG00000140459"
1584	"ENSG00000160882"
1585	"ENSG00000179142"
1586	"ENSG00000148795"
1588	"ENSG00000137869"
57404	"ENSG00000119004"
1589	"ENSG00000231852"
1591	"ENSG00000019186"
1592	"ENSG00000095596"
56603	"ENSG00000003137"
340665	"ENSG00000187553"
1593	"ENSG00000135929"
1594	"ENSG00000111012"
339761	"ENSG00000186684"
51302	"ENSG00000146233"
10858	"ENSG00000036530"
1595	"ENSG00000001630"
3491	"ENSG00000142871"
192668	"ENSG00000205795"
10800	"ENSG00000173198"
57105	"ENSG00000152207"
